"","adj","vb","emot","polaridade","positivo","negativo","tamanho","tamanhoUtil","status"
"580",17,4,0,0,4,4,79,78,"fake"
"581",19,10,0,1,13,2,102,95,"fake"
"582",26,5,0,0,6,12,147,146,"fake"
"583",14,5,0,0,4,7,72,68,"fake"
"584",21,12,0,1,20,5,136,133,"fake"
"585",35,10,0,1,14,12,176,163,"fake"
"586",9,7,0,0,4,5,81,78,"fake"
"587",6,1,0,0,1,1,41,39,"fake"
"588",21,7,0,0,6,11,147,141,"fake"
"589",14,3,0,0,5,6,112,111,"fake"
"590",52,51,0,1,29,25,413,387,"fake"
"591",25,3,0,0,5,6,105,103,"fake"
"592",17,7,0,1,9,7,85,84,"fake"
"593",23,4,0,0,4,9,107,101,"fake"
"594",7,3,0,0,1,4,77,75,"fake"
"595",20,1,0,0,4,7,91,88,"fake"
"596",14,10,0,0,6,8,93,91,"fake"
"597",14,4,0,0,4,9,78,75,"fake"
"598",5,4,0,0,4,4,56,55,"fake"
"599",15,6,0,1,7,4,114,110,"fake"
"600",22,9,0,1,8,6,169,159,"fake"
"601",18,8,0,1,7,2,82,81,"fake"
"602",25,5,0,1,11,4,124,121,"fake"
"603",23,3,0,1,8,5,96,92,"fake"
"604",8,2,0,0,2,3,51,50,"fake"
"605",21,3,0,1,6,2,107,102,"fake"
"606",17,1,0,0,6,6,47,46,"fake"
"607",17,5,0,0,6,8,120,116,"fake"
"608",9,5,0,1,4,0,93,93,"fake"
"609",6,6,0,1,4,0,38,38,"fake"
"610",22,8,0,1,7,6,137,131,"fake"
"611",20,7,0,1,14,5,138,135,"fake"
"612",11,8,0,1,7,5,103,102,"fake"
"613",23,5,0,1,9,5,141,130,"fake"
"614",21,2,0,1,9,4,88,79,"fake"
"615",17,2,0,1,9,5,73,73,"fake"
"616",26,2,0,1,7,5,102,95,"fake"
"617",11,3,0,0,1,2,91,88,"fake"
"618",21,4,0,1,8,6,86,85,"fake"
"619",18,11,0,1,7,4,92,85,"fake"
"620",10,4,0,0,2,6,53,50,"fake"
"621",18,4,0,0,3,6,81,75,"fake"
"622",19,3,0,0,3,7,68,65,"fake"
"623",41,12,0,1,16,13,221,216,"fake"
"624",3,4,0,1,4,0,48,45,"fake"
"625",20,6,0,1,10,5,115,113,"fake"
"626",3,5,0,1,4,1,51,48,"fake"
"627",26,11,0,1,12,8,161,147,"fake"
"628",18,8,0,1,9,7,110,106,"fake"
"629",18,7,0,1,7,6,128,125,"fake"
"630",21,6,0,0,5,5,138,132,"fake"
"631",14,3,0,1,6,2,83,80,"fake"
"632",7,8,0,1,7,2,91,88,"fake"
"633",32,13,0,1,14,11,179,175,"fake"
"634",28,9,0,0,10,10,155,150,"fake"
"635",9,1,0,0,2,3,50,49,"fake"
"636",10,4,0,0,4,4,78,75,"fake"
"637",7,4,0,0,3,4,77,75,"fake"
"638",12,1,0,0,2,4,100,98,"fake"
"639",6,1,0,0,0,0,40,39,"fake"
"640",14,4,0,1,9,3,83,82,"fake"
"641",24,4,0,1,11,6,127,119,"fake"
"642",8,0,0,0,2,2,66,62,"fake"
"643",24,6,0,0,5,6,115,111,"fake"
"644",23,3,0,0,7,9,94,91,"fake"
"645",20,15,0,1,15,5,138,136,"fake"
"646",14,3,0,1,7,2,84,82,"fake"
"647",18,5,0,1,8,6,109,105,"fake"
"648",14,3,0,1,5,2,80,76,"fake"
"649",10,1,0,0,2,5,71,70,"fake"
"650",25,8,0,1,11,7,155,152,"fake"
"651",17,5,0,0,5,6,116,112,"fake"
"652",18,1,0,0,3,6,70,67,"fake"
"653",25,11,0,1,9,8,160,153,"fake"
"654",6,0,0,1,3,1,52,52,"fake"
"655",15,4,0,0,5,7,91,89,"fake"
"656",82,46,0,1,31,28,366,337,"fake"
"657",26,4,0,0,9,9,139,134,"fake"
"658",18,7,0,0,3,4,122,119,"fake"
"659",15,5,0,1,9,3,67,66,"fake"
"660",11,4,0,0,4,4,45,45,"fake"
"661",10,5,0,0,4,6,78,74,"fake"
"662",2,3,0,0,1,2,39,35,"fake"
"663",30,7,0,1,10,9,131,128,"fake"
"664",7,10,0,1,7,2,111,104,"fake"
"665",13,2,0,0,3,5,85,84,"fake"
"666",8,1,0,0,1,3,52,52,"fake"
"667",47,21,0,0,19,23,209,199,"fake"
"668",36,2,0,0,5,9,192,184,"fake"
"669",12,0,0,0,3,3,62,59,"fake"
"670",7,0,0,1,4,0,24,24,"fake"
"671",7,8,0,1,6,3,80,76,"fake"
"672",12,2,0,1,6,3,67,65,"fake"
"673",33,11,0,0,14,14,231,224,"fake"
"674",48,15,0,1,22,17,246,225,"fake"
"675",20,3,0,1,7,5,131,128,"fake"
"676",1,0,0,1,1,0,6,6,"fake"
"677",24,3,0,1,9,7,133,123,"fake"
"678",18,1,0,0,3,8,69,66,"fake"
"679",29,10,0,0,9,17,139,138,"fake"
"680",9,4,0,0,3,6,98,94,"fake"
"681",8,4,0,1,4,3,51,50,"fake"
"682",22,9,0,1,12,3,102,100,"fake"
"683",14,2,0,1,5,4,96,95,"fake"
"684",14,9,0,0,4,4,88,86,"fake"
"685",12,1,0,1,7,1,76,75,"fake"
"686",11,1,0,0,1,5,64,63,"fake"
"687",9,1,0,0,2,6,67,65,"fake"
"688",14,6,0,0,4,6,102,96,"fake"
"689",55,11,0,1,20,7,307,300,"fake"
"690",21,11,0,0,7,9,144,137,"fake"
"691",7,1,0,1,4,2,43,42,"fake"
"692",14,2,0,1,7,2,72,71,"fake"
"693",23,6,0,1,8,7,146,142,"fake"
"694",0,0,0,0,0,0,5,5,"fake"
"695",13,2,0,0,4,5,52,51,"fake"
"696",14,4,0,0,3,8,69,68,"fake"
"697",10,1,0,1,4,2,55,51,"fake"
"698",26,3,0,1,9,7,142,131,"fake"
"699",9,0,0,1,5,0,56,52,"fake"
"700",7,2,0,1,3,1,56,55,"fake"
"701",21,9,0,0,10,13,158,154,"fake"
"702",16,6,0,1,5,3,85,78,"fake"
"703",9,2,0,1,6,3,58,56,"fake"
"704",8,5,0,1,3,1,76,71,"fake"
"705",18,4,0,0,8,12,87,84,"fake"
"706",14,8,0,0,4,13,99,96,"fake"
"707",19,6,0,0,6,10,100,96,"fake"
"708",12,4,0,1,9,2,65,63,"fake"
"709",35,7,0,1,13,5,153,144,"fake"
"710",9,2,0,0,3,6,44,42,"fake"
"711",14,8,0,0,5,9,83,79,"fake"
"712",45,5,0,0,19,19,291,273,"fake"
"713",12,11,0,1,10,7,100,95,"fake"
"714",21,11,0,1,16,4,119,114,"fake"
"715",15,4,0,0,4,9,77,75,"fake"
"716",15,4,0,1,7,2,100,96,"fake"
"717",9,6,0,1,7,3,75,73,"fake"
"718",12,0,0,0,2,4,85,79,"fake"
"719",22,3,0,1,7,6,114,106,"fake"
"720",12,1,0,1,5,2,49,47,"fake"
"721",6,1,0,0,1,3,49,44,"fake"
"722",11,0,0,1,4,0,39,37,"fake"
"723",26,4,0,1,14,2,149,143,"fake"
"724",27,6,0,0,7,10,157,152,"fake"
"725",15,3,0,0,5,7,70,67,"fake"
"726",10,1,0,1,5,3,65,64,"fake"
"727",14,2,0,0,4,8,85,80,"fake"
"728",14,3,0,1,6,5,108,105,"fake"
"729",13,5,0,1,5,2,71,66,"fake"
"730",34,4,0,1,15,13,139,130,"fake"
"731",10,1,0,1,4,3,90,90,"fake"
"732",14,1,0,0,2,2,64,62,"fake"
"733",2,0,0,0,0,0,19,19,"fake"
"734",39,22,0,1,27,11,208,204,"fake"
"735",8,0,0,0,1,4,50,47,"fake"
"736",18,6,0,0,5,5,101,95,"fake"
"737",14,2,0,1,5,4,125,112,"fake"
"738",6,0,0,0,1,2,58,55,"fake"
"739",9,2,0,0,3,4,72,70,"fake"
"740",12,0,0,1,8,2,59,56,"fake"
"741",13,0,0,1,8,1,65,62,"fake"
"742",10,2,0,1,5,4,71,71,"fake"
"743",11,5,0,0,3,4,94,91,"fake"
"744",8,1,0,1,2,0,73,71,"fake"
"745",11,6,0,1,5,3,72,70,"fake"
"746",47,6,0,1,21,9,198,191,"fake"
"747",14,3,0,1,5,4,72,69,"fake"
"748",7,1,0,1,4,3,38,38,"fake"
"749",13,6,0,1,6,4,64,61,"fake"
"750",34,9,0,1,20,4,130,125,"fake"
"751",7,2,0,1,3,1,65,63,"fake"
"752",6,2,0,1,3,2,63,58,"fake"
"753",12,4,0,1,6,1,99,96,"fake"
"754",16,1,0,1,8,3,63,60,"fake"
"755",7,1,0,1,3,0,52,52,"fake"
"756",26,7,0,0,9,11,130,127,"fake"
"757",15,3,0,1,10,4,97,95,"fake"
"758",6,2,0,1,3,2,45,44,"fake"
"759",11,4,0,0,3,6,80,73,"fake"
"760",18,0,0,0,3,7,72,69,"fake"
"761",6,6,0,0,2,3,69,64,"fake"
"762",8,2,0,1,5,1,48,46,"fake"
"763",16,10,0,1,6,5,126,118,"fake"
"764",8,0,0,1,4,2,45,43,"fake"
"765",11,4,0,0,2,7,76,72,"fake"
"766",9,0,0,1,5,0,53,51,"fake"
"767",69,14,0,0,19,20,314,304,"fake"
"768",16,1,0,0,2,8,68,65,"fake"
"769",12,3,0,0,2,6,92,85,"fake"
"770",11,1,0,0,4,4,65,63,"fake"
"771",13,2,0,0,2,6,94,89,"fake"
"772",14,7,0,0,3,4,74,68,"fake"
"773",17,1,0,1,7,5,77,74,"fake"
"774",22,4,0,0,4,14,70,67,"fake"
"775",14,3,0,0,4,6,54,51,"fake"
"776",1,0,0,0,0,0,19,19,"fake"
"777",19,0,0,1,9,1,76,75,"fake"
"778",60,25,0,1,24,20,378,351,"fake"
"779",31,6,0,0,7,14,129,127,"fake"
"780",21,14,0,1,9,8,122,111,"fake"
"781",10,1,0,0,3,3,60,54,"fake"
"782",9,6,0,0,2,4,56,53,"fake"
"783",10,7,0,1,9,2,116,108,"fake"
"784",12,3,0,0,3,4,72,68,"fake"
"785",11,3,0,1,4,1,50,49,"fake"
"786",15,8,0,0,6,7,101,99,"fake"
"787",14,2,0,0,5,5,73,73,"fake"
"788",42,19,0,0,12,25,190,173,"fake"
"789",1,2,0,1,1,0,10,10,"fake"
"790",36,8,0,0,8,20,192,184,"fake"
"791",21,3,0,0,4,4,120,112,"fake"
"792",19,5,0,0,4,5,94,90,"fake"
"793",24,6,0,1,9,8,74,74,"fake"
"794",15,3,0,1,7,2,126,120,"fake"
"795",18,6,0,1,10,6,126,117,"fake"
"796",27,3,0,1,11,6,119,110,"fake"
"797",18,7,0,1,11,7,109,104,"fake"
"798",10,10,0,0,2,5,75,72,"fake"
"799",16,2,0,1,10,0,100,97,"fake"
"800",13,1,0,1,5,3,40,40,"fake"
"801",34,4,0,1,12,10,144,143,"fake"
"802",31,11,0,0,12,15,156,146,"fake"
"803",7,3,0,1,2,1,59,56,"fake"
"804",8,5,0,1,5,3,89,84,"fake"
"805",21,2,0,0,4,8,120,114,"fake"
"806",17,2,0,0,5,7,80,74,"fake"
"807",15,3,0,0,2,3,55,51,"fake"
"808",20,11,0,1,17,8,113,110,"fake"
"809",18,3,0,0,3,11,91,86,"fake"
"810",8,3,0,0,2,6,74,74,"fake"
"811",10,1,0,1,6,1,57,55,"fake"
"812",39,11,0,0,10,15,210,197,"fake"
"813",23,3,0,0,6,10,118,110,"fake"
"814",20,9,0,1,11,9,101,93,"fake"
"815",52,11,0,0,20,21,210,203,"fake"
"816",21,8,0,0,6,14,85,79,"fake"
"817",13,7,0,0,6,9,49,49,"fake"
"818",19,8,0,1,10,7,109,103,"fake"
"819",10,5,0,1,4,2,70,65,"fake"
"820",12,1,0,0,4,5,70,66,"fake"
"821",13,1,0,0,1,3,78,75,"fake"
"822",10,4,0,1,4,3,60,59,"fake"
"823",31,7,0,0,8,13,163,158,"fake"
"824",58,13,0,0,21,22,269,258,"fake"
"825",7,0,0,0,1,2,49,48,"fake"
"826",9,5,0,0,1,9,61,55,"fake"
"827",15,6,0,1,9,5,89,86,"fake"
"828",14,4,0,0,6,6,74,72,"fake"
"829",12,5,0,1,8,3,85,84,"fake"
"830",46,12,0,1,17,12,237,226,"fake"
"831",16,7,0,0,4,10,95,92,"fake"
"832",15,9,0,1,10,7,132,129,"fake"
"833",20,7,0,1,7,3,117,108,"fake"
"834",16,13,0,1,9,3,173,169,"fake"
"835",4,1,0,1,3,0,28,28,"fake"
"836",7,0,0,1,4,1,61,60,"fake"
"837",12,3,0,0,2,3,79,79,"fake"
"838",6,2,0,0,1,3,70,63,"fake"
"839",7,2,0,1,4,2,80,77,"fake"
"840",17,1,0,0,1,11,62,57,"fake"
"841",32,4,0,0,8,9,135,126,"fake"
"842",12,1,0,0,2,7,58,58,"fake"
"843",40,12,0,1,16,7,203,194,"fake"
"844",17,2,0,0,2,8,61,59,"fake"
"845",51,15,0,0,13,25,281,273,"fake"
"846",8,0,0,1,3,2,62,55,"fake"
"847",27,5,0,0,4,7,106,102,"fake"
"848",29,9,0,1,11,10,135,131,"fake"
"849",17,0,0,0,5,5,64,61,"fake"
"850",33,14,0,0,12,18,130,127,"fake"
"851",21,3,0,1,8,3,129,127,"fake"
"852",13,2,0,0,5,7,48,45,"fake"
"853",20,15,0,0,12,13,123,114,"fake"
"854",15,1,0,1,6,5,84,83,"fake"
"855",15,0,0,0,4,7,90,87,"fake"
"856",44,13,0,0,9,26,206,204,"fake"
"857",9,2,0,0,2,5,54,52,"fake"
"858",12,10,0,1,10,5,84,80,"fake"
"859",25,8,0,1,11,8,101,95,"fake"
"860",19,7,0,1,10,2,128,123,"fake"
"861",20,4,0,0,3,7,90,87,"fake"
"862",12,2,0,1,5,3,73,73,"fake"
"863",17,0,0,0,6,6,109,103,"fake"
"864",17,4,0,0,5,8,96,93,"fake"
"865",12,4,0,1,6,3,93,89,"fake"
"866",12,1,0,1,5,3,68,65,"fake"
"867",52,4,0,0,14,14,205,196,"fake"
"868",16,0,0,1,5,4,85,83,"fake"
"869",23,14,0,0,7,10,171,163,"fake"
"870",8,3,0,1,6,1,43,43,"fake"
"871",26,2,0,1,11,3,130,126,"fake"
"872",25,4,0,0,7,8,113,103,"fake"
"873",10,4,0,1,4,3,58,56,"fake"
"874",3,0,0,1,2,0,29,27,"fake"
"875",11,4,0,0,5,6,83,80,"fake"
"876",18,11,0,1,10,5,73,71,"fake"
"877",16,4,0,1,9,6,105,105,"fake"
"878",14,3,0,0,3,8,85,83,"fake"
"879",9,1,0,1,3,2,44,44,"fake"
"880",68,28,0,1,25,12,268,258,"fake"
"881",1,1,0,1,1,0,24,24,"fake"
"882",10,2,0,1,4,3,54,54,"fake"
"883",24,2,0,1,8,4,135,129,"fake"
"884",42,4,0,1,13,11,209,192,"fake"
"885",5,2,0,1,3,2,36,34,"fake"
"886",29,8,0,1,13,8,202,199,"fake"
"887",15,3,0,1,3,2,112,111,"fake"
"888",8,0,0,0,0,1,37,37,"fake"
"889",11,14,0,1,9,8,101,98,"fake"
"890",54,13,0,1,22,13,313,300,"fake"
"891",15,2,0,0,3,3,64,60,"fake"
"892",74,27,0,1,39,26,389,363,"fake"
"893",15,3,0,1,7,0,97,95,"fake"
"894",16,3,0,1,8,7,79,79,"fake"
"895",12,1,0,1,5,2,67,64,"fake"
"896",6,3,0,0,2,3,71,70,"fake"
"897",11,2,0,0,1,3,69,65,"fake"
"898",20,5,0,0,4,9,134,130,"fake"
"899",16,3,0,1,6,2,93,91,"fake"
"900",19,1,0,1,7,4,64,62,"fake"
"901",29,5,0,0,9,13,165,157,"fake"
"902",5,4,0,1,4,3,45,42,"fake"
"903",15,4,0,0,3,3,66,64,"fake"
"904",25,5,0,1,12,3,114,112,"fake"
"905",13,0,0,0,2,2,77,75,"fake"
"906",10,2,0,1,4,2,45,41,"fake"
"907",9,2,0,1,5,1,46,45,"fake"
"908",8,6,0,1,6,3,50,49,"fake"
"909",17,10,0,0,9,13,96,90,"fake"
"910",34,5,0,0,6,11,190,184,"fake"
"911",10,1,0,1,4,1,44,44,"fake"
"912",54,15,0,1,27,12,195,184,"fake"
"913",1,2,0,0,1,2,14,13,"fake"
"914",22,8,0,1,11,3,94,92,"fake"
"915",6,7,0,0,2,5,67,64,"fake"
"916",23,7,0,1,8,6,82,78,"fake"
"917",15,2,0,1,5,3,116,109,"fake"
"918",4,2,0,0,1,4,44,44,"fake"
"919",3,1,0,1,2,1,15,15,"fake"
"920",9,1,0,0,1,6,33,32,"fake"
"921",13,2,0,0,3,8,85,82,"fake"
"922",3,1,0,1,2,1,20,20,"fake"
"923",41,10,0,0,11,12,217,206,"fake"
"924",13,2,0,0,5,7,72,65,"fake"
"925",34,10,0,0,9,9,141,135,"fake"
"926",9,3,0,0,1,2,44,43,"fake"
"927",13,9,0,0,4,6,94,93,"fake"
"928",27,1,0,0,5,7,196,195,"fake"
"929",5,1,0,0,1,3,31,30,"fake"
"930",30,9,0,1,16,8,158,154,"fake"
"931",33,13,0,0,13,16,145,136,"fake"
"932",17,5,0,0,5,13,87,84,"fake"
"933",11,3,0,0,4,4,76,74,"fake"
"934",18,8,0,1,9,4,128,120,"fake"
"935",29,11,0,0,8,11,141,135,"fake"
"936",0,1,0,0,0,1,12,12,"fake"
"937",6,4,0,0,2,2,51,47,"fake"
"938",10,3,0,0,1,2,78,77,"fake"
"939",23,2,0,0,3,3,103,102,"fake"
"940",11,2,0,1,3,1,61,59,"fake"
"941",12,3,0,1,8,1,53,53,"fake"
"942",13,8,0,1,8,6,103,91,"fake"
"943",9,3,0,1,5,1,75,70,"fake"
"944",8,7,0,1,4,1,78,77,"fake"
"945",34,9,0,1,17,5,198,193,"fake"
"946",10,2,0,0,3,3,63,62,"fake"
"947",11,1,0,0,3,4,88,85,"fake"
"948",22,3,0,1,8,7,92,90,"fake"
"949",10,8,0,1,9,5,76,71,"fake"
"950",28,6,0,1,13,5,133,124,"fake"
"951",11,1,0,1,2,1,63,56,"fake"
"952",8,4,0,1,4,2,77,76,"fake"
"953",16,11,0,1,7,4,145,139,"fake"
"954",3,0,0,1,3,0,14,14,"fake"
"955",2,1,0,0,1,1,46,44,"fake"
"956",12,17,0,0,4,10,160,155,"fake"
"957",14,5,0,0,4,7,111,108,"fake"
"958",8,2,0,1,7,1,36,34,"fake"
"959",8,1,0,0,1,4,55,54,"fake"
"960",40,37,0,0,22,30,301,281,"fake"
"961",7,2,0,0,3,4,33,30,"fake"
"962",18,11,0,1,10,4,105,101,"fake"
"963",9,2,0,0,4,5,70,65,"fake"
"964",12,4,0,1,9,5,87,87,"fake"
"965",10,3,0,1,8,1,67,66,"fake"
"966",14,5,0,0,6,7,79,78,"fake"
"967",28,6,0,1,10,8,165,157,"fake"
"968",7,5,0,1,6,2,69,68,"fake"
"969",26,8,0,0,5,9,125,122,"fake"
"970",3,0,0,1,1,0,24,24,"fake"
"971",30,10,0,1,14,5,167,162,"fake"
"972",12,6,0,0,3,6,89,84,"fake"
"973",19,6,0,0,7,9,89,84,"fake"
"974",5,5,0,1,3,2,49,48,"fake"
"975",15,1,0,1,4,2,46,43,"fake"
"976",19,7,0,0,7,10,117,113,"fake"
"977",6,2,0,0,0,3,32,32,"fake"
"978",40,9,0,1,19,4,233,224,"fake"
"979",7,0,0,0,1,3,41,39,"fake"
"980",38,14,0,1,20,10,196,188,"fake"
"981",23,7,0,0,6,9,101,97,"fake"
"982",7,2,0,0,2,2,68,68,"fake"
"983",14,6,0,0,4,10,64,58,"fake"
"984",34,10,0,1,16,10,167,158,"fake"
"985",21,8,0,1,7,6,134,130,"fake"
"986",4,0,0,0,1,3,24,24,"fake"
"987",3,0,0,1,1,0,26,26,"fake"
"988",6,6,0,0,3,6,46,46,"fake"
"989",24,14,0,0,9,13,141,133,"fake"
"990",6,3,0,0,1,3,49,48,"fake"
"991",5,1,0,0,2,3,26,24,"fake"
"992",18,1,0,1,8,4,105,102,"fake"
"993",8,1,0,0,0,4,40,39,"fake"
"994",9,1,0,1,4,1,76,74,"fake"
"995",25,3,0,1,9,7,127,124,"fake"
"996",3,0,0,0,0,1,52,52,"fake"
"997",7,0,0,0,2,4,37,37,"fake"
"998",23,3,0,0,3,7,104,103,"fake"
"999",13,12,0,1,10,7,93,86,"fake"
"1000",58,8,0,0,12,23,227,214,"fake"
"1001",30,5,0,1,7,5,138,131,"fake"
"1002",15,3,0,0,4,9,79,79,"fake"
"1003",17,15,0,1,14,10,108,101,"fake"
"1004",17,1,0,1,7,4,69,66,"fake"
"1005",12,6,0,0,2,5,79,79,"fake"
"1006",5,4,0,1,4,1,59,55,"fake"
"1007",11,2,0,1,4,2,62,59,"fake"
"1008",16,2,0,0,5,8,97,95,"fake"
"1009",7,2,0,0,2,3,64,62,"fake"
"1010",17,0,0,1,4,3,47,45,"fake"
"1011",9,2,0,0,4,7,77,70,"fake"
"1012",39,7,0,0,8,19,191,183,"fake"
"1013",8,2,0,0,2,6,50,48,"fake"
"1014",11,4,0,0,4,6,77,76,"fake"
"1015",14,12,0,1,9,3,91,89,"fake"
"1016",4,2,0,1,2,1,25,25,"fake"
"1017",19,2,0,1,7,6,87,85,"fake"
"1018",12,3,0,0,2,3,81,73,"fake"
"1019",4,3,0,0,1,3,39,36,"fake"
"1020",27,9,0,0,8,9,113,111,"fake"
"1021",13,3,0,0,1,5,71,67,"fake"
"1022",9,13,0,0,5,7,116,113,"fake"
"1023",31,6,0,1,14,6,113,112,"fake"
"1024",14,5,0,0,3,6,79,71,"fake"
"1025",3,6,0,0,3,3,41,41,"fake"
"1026",10,9,0,1,7,2,89,86,"fake"
"1027",6,11,0,1,8,2,81,79,"fake"
"1028",9,4,0,1,3,1,74,69,"fake"
"1029",28,7,0,0,5,6,155,151,"fake"
"1030",10,5,0,0,1,6,63,59,"fake"
"1031",12,2,0,0,4,4,56,51,"fake"
"1032",9,2,0,1,3,1,81,80,"fake"
"1033",16,5,0,0,6,9,95,89,"fake"
"1034",23,7,0,1,10,3,132,129,"fake"
"1035",6,9,0,1,5,4,55,55,"fake"
"1036",22,8,0,0,5,13,187,178,"fake"
"1037",17,1,0,0,4,7,83,78,"fake"
"1038",33,13,0,0,7,12,174,169,"fake"
"1039",59,38,0,1,28,25,322,300,"fake"
"1040",25,5,0,0,2,10,109,103,"fake"
"1041",10,6,0,0,4,4,85,83,"fake"
"1042",8,4,0,0,2,6,66,64,"fake"
"1043",20,5,0,1,8,6,104,102,"fake"
"1044",7,3,0,0,2,5,71,69,"fake"
"1045",26,14,0,0,7,15,196,186,"fake"
"1046",25,1,0,1,14,3,67,66,"fake"
"1047",13,3,0,1,8,3,73,65,"fake"
"1048",20,17,0,1,11,8,183,175,"fake"
"1049",15,7,0,0,4,4,101,100,"fake"
"1050",8,0,0,0,2,2,61,58,"fake"
"1051",19,7,0,0,6,10,131,127,"fake"
"1052",8,5,0,0,3,3,40,37,"fake"
"1053",15,5,0,1,6,2,84,80,"fake"
"1054",18,3,0,0,4,9,74,70,"fake"
"1055",20,12,0,0,6,10,162,154,"fake"
"1056",42,1,0,1,18,8,180,169,"fake"
"1057",22,7,0,1,8,7,150,141,"fake"
"1058",10,8,0,0,6,7,64,63,"fake"
"1059",20,9,0,0,7,8,114,113,"fake"
"1060",18,3,0,0,4,9,90,81,"fake"
"1061",12,5,0,0,5,5,81,78,"fake"
"1062",12,5,0,0,6,6,155,149,"fake"
"1063",31,8,0,0,8,11,161,155,"fake"
"1064",3,1,0,0,1,1,29,29,"fake"
"1065",42,7,0,1,15,9,156,149,"fake"
"1066",11,5,0,1,5,3,90,84,"fake"
"1067",45,6,0,0,12,18,198,196,"fake"
"1068",12,1,0,1,3,2,49,47,"fake"
"1069",10,2,0,0,2,4,61,57,"fake"
"1070",1,6,0,0,2,3,32,30,"fake"
"1071",24,6,0,0,6,8,86,85,"fake"
"1072",16,10,0,1,7,6,80,75,"fake"
"1073",20,12,0,1,5,4,91,83,"fake"
"1074",23,4,0,0,4,9,69,65,"fake"
"1075",26,3,0,0,5,6,205,193,"fake"
"1076",6,0,0,0,1,1,36,34,"fake"
"1077",6,4,0,0,2,3,63,60,"fake"
"1078",48,6,0,1,22,8,164,159,"fake"
"1079",19,8,0,0,7,8,81,74,"fake"
"1080",61,14,0,1,20,13,268,255,"fake"
"1081",47,16,0,1,27,14,200,190,"fake"
"1082",37,16,0,1,23,13,157,148,"fake"
"1083",36,7,0,0,10,10,186,180,"fake"
"1084",13,11,0,1,7,4,79,78,"fake"
"1085",18,1,0,0,2,8,77,74,"fake"
"1086",21,7,0,1,10,6,132,125,"fake"
"1087",26,8,0,0,6,9,112,111,"fake"
"1088",7,1,0,1,2,0,52,50,"fake"
"1089",13,3,0,1,9,3,87,85,"fake"
"1090",15,7,0,0,1,15,98,91,"fake"
"1091",18,2,0,0,2,3,97,96,"fake"
"1092",3,4,0,0,2,2,48,47,"fake"
"1093",3,2,0,0,1,4,48,47,"fake"
"1094",45,11,0,0,18,21,164,159,"fake"
"1095",7,2,0,0,1,2,49,46,"fake"
"1096",6,2,0,0,2,4,72,69,"fake"
"1097",61,14,0,0,10,21,296,287,"fake"
"1098",11,4,0,1,5,2,79,79,"fake"
"1099",4,1,0,0,0,2,56,56,"fake"
"1100",11,9,0,1,7,4,57,56,"fake"
"1101",9,2,0,0,2,5,72,70,"fake"
"1102",16,10,0,1,8,2,88,85,"fake"
"1103",22,4,0,1,7,6,98,96,"fake"
"1104",8,1,0,1,4,0,68,66,"fake"
"1105",11,2,0,1,3,1,51,49,"fake"
"1106",11,6,0,0,4,4,67,56,"fake"
"1107",2,2,0,1,2,0,55,54,"fake"
"1108",11,6,0,1,8,2,108,104,"fake"
"1109",30,9,0,1,14,3,213,205,"fake"
"1110",6,1,0,1,1,0,37,36,"fake"
"1111",22,16,0,0,12,12,177,165,"fake"
"1112",48,14,0,0,19,23,256,252,"fake"
"1113",32,7,0,1,10,9,148,142,"fake"
"1114",15,3,0,0,4,7,88,81,"fake"
"1115",4,5,0,1,7,0,45,43,"fake"
"1116",18,3,0,0,2,2,136,130,"fake"
"1117",13,8,0,1,6,4,62,54,"fake"
"1118",6,1,0,0,2,3,43,37,"fake"
"1119",38,5,0,0,5,5,141,138,"fake"
"1120",11,3,0,0,4,5,63,62,"fake"
"1121",6,0,0,1,3,0,29,28,"fake"
"1122",21,6,0,0,4,7,108,103,"fake"
"1123",4,1,0,0,0,2,41,39,"fake"
"1124",19,7,0,1,8,5,102,99,"fake"
"1125",18,10,0,1,13,7,100,96,"fake"
"1126",25,8,0,1,12,3,111,104,"fake"
"1127",12,2,0,0,3,4,78,76,"fake"
"1128",17,5,0,0,6,6,104,102,"fake"
"1129",19,1,0,0,4,10,77,74,"fake"
"1130",17,0,0,1,15,0,113,113,"fake"
"1131",14,4,0,1,6,4,71,69,"fake"
"1132",12,10,0,1,8,2,106,96,"fake"
"1133",13,2,0,1,8,2,58,53,"fake"
"1134",32,4,0,1,7,0,101,95,"fake"
"1135",14,5,0,0,3,5,95,91,"fake"
"1136",7,2,0,1,5,0,50,47,"fake"
"1137",14,2,0,0,2,2,93,92,"fake"
"1138",12,2,0,0,0,6,55,52,"fake"
"1139",23,24,0,1,19,9,166,158,"fake"
"1140",14,7,0,0,4,9,78,78,"fake"
"1141",24,8,0,1,10,2,118,112,"fake"
"1142",15,3,0,1,8,4,79,71,"fake"
"1143",7,2,0,0,1,5,73,69,"fake"
"1144",11,2,0,0,2,5,75,69,"fake"
"1145",22,5,0,0,8,8,121,113,"fake"
"1146",15,5,0,0,3,8,81,78,"fake"
"1147",9,4,0,1,4,3,71,67,"fake"
"1148",21,2,0,1,5,3,87,86,"fake"
"1149",23,6,0,0,8,9,131,124,"fake"
"1150",6,2,0,0,0,3,45,45,"fake"
"1151",0,0,0,0,0,0,6,6,"fake"
"1152",20,12,0,0,9,11,143,141,"fake"
"1153",17,9,0,1,9,7,94,89,"fake"
"1154",15,1,0,0,2,6,68,62,"fake"
